title_name,company_name,location,summary,post_day,rating,salary,jobs_type
Analytic Audit Coordination Lead - Lead Business Execution C...,WELLS FARGO BANK,"Addison, TX","Perform assessments through fact finding and data requiring creative approaches to solving complex issues, and develop appropriate solutions or recommendations.View all WELLS FARGO BANK jobs in Addison, TX - Addison jobsSalary Search: Analytic Audit Coordination Lead - Lead Business Execution Consultant salaries in Addison, TXSee popular questions & answers about WELLS FARGO BANK",26 days ago,3.7,,Full-time
Sr. Production Analyst,Bankers Healthcare Group,"Remote in Dallas, TX","Undergraduate degree in data science, data analytics, engineering, statistics, information systems, or similar.Competitive PTO and vacation policies.View all Bankers Healthcare Group jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Production Analyst salaries in Dallas, TXSee popular questions & answers about Bankers Healthcare Group",30+ days ago,4.2,,
Power Market Analyst,"Hunt Consolidated, Inc.","Dallas, TX 75201 75201 (Downtown area)","Work with our team of data science experts to automate the collection of data and updates to existing UPLAN models.View all Hunt Consolidated, Inc. jobs in Dallas, TX - Dallas jobsSalary Search: Power Market Analyst salaries in Dallas, TX",30+ days ago,,,Full-time
Lead Data Engineer,Aegon,"Plano, TX","Familiarity with data science techniques and frameworks.Experience with data analysis and using data visualization tools to describe data.View all Aegon jobs in Plano, TX - Plano jobsSalary Search: Lead Data Engineer salaries in Plano, TXSee popular questions & answers about Aegon",30+ days ago,3.8,,
Senior Data Engineer,ServiceLink,"Remote in Irving, TX 75038 75038","Experience in software development lifecycle, data science development lifecycle is a plus.Apply quantitative analysis and data mining expertise in presenting…View all ServiceLink jobs in Irving, TX - Irving jobsSalary Search: Senior Data Engineer salaries in Irving, TXSee popular questions & answers about ServiceLink",22 days ago,3.0,,Full-time
Software Developer - Python,CEO Foundry,"Plano, TX","Machine Learning, Geophysics, or DevOps experience is a plus, but not required.Â€¢ Strong collaboration skills: able to work effectively with Data Scientists,…View all CEO Foundry jobs in Plano, TX - Plano jobsSalary Search: Software Developer - Python salaries in Plano, TX",30+ days ago,,,
Key Account Business Strategy Analyst,Agoda Company,"Dallas, TX","Master’s degree in statistics, operations research, or data science.Proven track record in using data to measure performance, build reports and tools and make…View all Agoda Company jobs in Dallas, TX - Dallas jobsSalary Search: Key Account Business Strategy Analyst salaries in Dallas, TXSee popular questions & answers about Agoda Company",19 days ago,4.0,,
Senior Machine Learning Operations (MLOps),Talkdesk,"Remote in Dallas, TX","Experience with data lake platforms such as Databricks or Snowflake.MLOps experience in a high data volume environment, 5+ years, enterprise-level company…View all Talkdesk jobs in Dallas, TX - Dallas jobsSalary Search: Senior Machine Learning Operations (MLOps) salaries in Dallas, TXSee popular questions & answers about Talkdesk",30+ days ago,3.0,,
AI Automation Process Analyst - Consultant,Deloitte,"Dallas, TX 75201 75201 (Downtown area)+1 location","Implement large-scale data ecosystems including data management, governance and the integration of structured and unstructured data to generate insights…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: AI Automation Process Analyst - Consultant salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Senior Cryptographic Engineer (Cryptography Startup),Recruiting From Scratch,"Remote in Dallas, TX 75205 75205+1 location","The candidate will report to our Chief Technology Officer (CTO).Experience with lattice cryptography is ideal.Familiarity with C/C++, Java, Python.View all Recruiting From Scratch jobs in Dallas, TX - Dallas jobsSalary Search: Senior Cryptographic Engineer (Cryptography Startup) salaries in Dallas, TX",21 days ago,,,
Sr IT Data Analyst- Remote (DFW) (Remote),Service King,"Remote in Dallas, TX 75219 75219","Performs these functions on large datasets to discover trends and patterns using data visualization techniques as well as data integration.View all Service King jobs in Dallas, TX - Dallas jobsSalary Search: Sr IT Data Analyst- Remote (DFW) (Remote) salaries in Dallas, TXSee popular questions & answers about Service King",28 days ago,3.0,,Full-time
Sr. Production Analyst,Bankers Healthcare Group,"Remote in Dallas, TX","Undergraduate degree in data science, data analytics, engineering, statistics, information systems, or similar.Competitive PTO and vacation policies.View all Bankers Healthcare Group jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Production Analyst salaries in Dallas, TXSee popular questions & answers about Bankers Healthcare Group",30+ days ago,4.2,,Full-time
2022 Graduate Program – Financial Services – Notice Manager...,S&P Global,"Dallas, TX","Strong data analysis skills, ability to query and analyze large volumes of financial data.Interact with Data team to relay any data issues or client requests.View all S&P Global jobs in Dallas, TX - Dallas jobsSalary Search: 2022 Graduate Program – Financial Services – Notice Manager Operational Analyst salaries in Dallas, TXSee popular questions & answers about S&P Global",27 days ago,3.9,,Full-time
Business Intelligence Analyst II - Operations,Paycom Payroll Llc,"Grapevine, TX 76051 76051","4-5 years relevant work experience in data science, business analytics, business intelligence, or comparable experience in data, analytics, and reporting…",12 days ago,3.9,,
Backend Developer AI ML Senior Consultant,Deloitte,"Dallas, TX 75201 75201 (Downtown area)","Training in applied statistics, machine learning, and data visualization.Familiarity with manufacturing processes and Operational Technologies (OT) such as…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Backend Developer AI ML Senior Consultant salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Senior Data Engineer,Epsilon,"Irving, TX 75039 75039 (Freeport/Hackberry area)","Use engineering and data best practices to ensure data quality and robust test cases.Expand and optimize data workflows, infrastructure, APIs, and data…View all Epsilon jobs in Irving, TX - Irving jobsSalary Search: Senior Data Engineer salaries in Irving, TXSee popular questions & answers about Epsilon",30+ days ago,3.4,,Full-time
"Supply Chain Analytics, Operations Research",Bain & Company,"Dallas, TX 75202 75202 (Downtown area)","Manage large data projects including data requests and ETL in preparation for modelling and facilitate client integration.View all Bain & Company jobs in Dallas, TX - Dallas jobsSalary Search: Supply Chain Analytics, Operations Research salaries in Dallas, TXSee popular questions & answers about Bain & Company",30 days ago,4.3,,Full-time
Data Processing Supervisor,Appen Butler Hill Inc.,"Hybrid remote in Plano, TX","Call outs, research or data processing.Annotation of all types of data o Pixel annotation.Adherence to Data & Information Security or ISO standards, DPA and…View all Appen Butler Hill Inc. jobs in Plano, TX - Plano jobsSalary Search: Data Processing Supervisor salaries in Plano, TX",30+ days ago,,,Full-time +1
CCB - Vice President - Strategic Analytics,"JPMorgan Chase Bank, N.A.","Plano, TX","The role will be responsible for using internal and external data to analyze and diagnose trends and communicating findings and results to key stakeholders.View all JPMorgan Chase Bank, N.A. jobs in Plano, TX - Plano jobsSalary Search: CCB - Vice President - Strategic Analytics salaries in Plano, TXSee popular questions & answers about JPMorgan Chase Bank, N.A.",22 days ago,3.9,,Full-time
"Artificial Intelligence, Senior Consultant - Applied Artific...",Deloitte,"Dallas, TX 75201 75201 (Downtown area)+1 location","Perform data studies and data discovery routines for video, voice, weblog, sensor, machine and social media data sources or mash ups of new and existing data…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Artificial Intelligence, Senior Consultant - Applied Artificial Intelligence salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
"Contact Center Insights Analyst REMOTE - ATLANTA, GA - GREEN...",Truist Financial,"Remote in Arlington, TX 76018 76018","Leverage key technology tools for data mining, reporting and analysis.Consult with Enterprise Data Office, Contact Center IT, other support resources and…View all Truist Financial jobs in Arlington, TX - Arlington jobsSalary Search: Contact Center Insights Analyst REMOTE - ATLANTA, GA - GREENSBORO, NC - ORLANDO, FL - WILSON, NC - WHITEVILLE , NC- COOKEVILLE, TN & ARLINGTON , TX salaries in Arlington, TXSee popular questions & answers about Truist Financial",30+ days ago,3.6,,Full-time
Audit & Data Strategy Manager,Deloitte,"Dallas, TX 75201 75201 (Downtown area)","Hands-on experience with data preparation, data management, business intelligence or analytics.As an influential leader describing practical applications of…View all Deloitte jobs in Dallas, TX - Dallas jobsSalary Search: Audit & Data Strategy Manager salaries in Dallas, TXSee popular questions & answers about Deloitte",30+ days ago,4.0,,Full-time
Information Security Engineering Manager,WELLS FARGO BANK,"Dallas, TX+1 location","5+ years in data engineering and/or data analytics engineering.3+ years of experience with data warehouse and/or data mart design.View all WELLS FARGO BANK jobs in Dallas, TX - Dallas jobsSalary Search: Information Security Engineering Manager salaries in Dallas, TXSee popular questions & answers about WELLS FARGO BANK",30+ days ago,3.7,,Full-time
Senior Cryptographic Engineer (Cryptography Startup),Recruiting From Scratch,"Remote in Dallas, TX 75205 75205+1 location","The candidate will report to our Chief Technology Officer (CTO).Experience with lattice cryptography is ideal.Familiarity with C/C++, Java, Python.View all Recruiting From Scratch jobs in Dallas, TX - Dallas jobsSalary Search: Senior Cryptographic Engineer (Cryptography Startup) salaries in Dallas, TX",21 days ago,,,
Sr IT Data Analyst- Remote (DFW) (Remote),Service King,"Remote in Dallas, TX 75219 75219","Performs these functions on large datasets to discover trends and patterns using data visualization techniques as well as data integration.View all Service King jobs in Dallas, TX - Dallas jobsSalary Search: Sr IT Data Analyst- Remote (DFW) (Remote) salaries in Dallas, TX",28 days ago,3.0,,
Sr. Production Analyst,Bankers Healthcare Group,"Remote in Dallas, TX","Undergraduate degree in data science, data analytics, engineering, statistics, information systems, or similar.Competitive PTO and vacation policies.View all Bankers Healthcare Group jobs in Dallas, TX - Dallas jobsSalary Search: Sr. Production Analyst salaries in Dallas, TX",30+ days ago,4.2,,
